date,distance,effective_load,exercise_name,exercise_normalized,notes,reps,rpe,seconds,set_order,set_volume,weight,workout_name,workout_notes
2021-09-13 10:41:41,0.0,31.5,Bench Press (Barbell),bench press,,10,9.0,0,1,350.0,35.0,PUSH 1,"Focusing on CHEST, SHOULDERS and TRICEPS"
2021-09-13 10:41:41,0.0,35.0,Bench Press (Barbell),bench press,,9,10.0,0,2,315.0,35.0,PUSH 1,
2021-09-13 10:41:41,0.0,35.0,Bench Press (Barbell),bench press,,8,10.0,0,3,280.0,35.0,PUSH 1,
2021-09-13 10:41:41,0.0,35.0,Bench Press (Barbell),bench press,,7,10.0,0,4,245.0,35.0,PUSH 1,
2021-09-13 10:41:41,0.0,11.875,Incline Cable Chest Fly,incline cable chest fly,,12,9.5,0,1,150.0,12.5,PUSH 1,
2021-09-13 10:41:41,0.0,12.5,Incline Cable Chest Fly,incline cable chest fly,,10,10.0,0,2,125.0,12.5,PUSH 1,
2021-09-13 10:41:41,0.0,12.5,Incline Cable Chest Fly,incline cable chest fly,,8,10.0,0,3,100.0,12.5,PUSH 1,
2021-09-13 10:41:41,0.0,12.5,Incline Cable Chest Fly,incline cable chest fly,,7,10.0,0,4,87.5,12.5,PUSH 1,
2021-09-13 10:41:41,0.0,9.600000000000001,Overhead Press (Dumbbell),overhead press,,10,8.0,0,1,120.0,12.0,PUSH 1,
2021-09-13 10:41:41,0.0,12.0,Overhead Press (Dumbbell),overhead press,,12,10.0,0,2,144.0,12.0,PUSH 1,
2021-09-13 10:41:41,0.0,12.0,Overhead Press (Dumbbell),overhead press,,9,10.0,0,3,108.0,12.0,PUSH 1,
2021-09-13 10:41:41,0.0,12.0,Overhead Press (Dumbbell),overhead press,,12,10.0,0,4,144.0,12.0,PUSH 1,
2021-09-13 10:41:41,0.0,3.75,Lateral Raise (Cable),lateral raise,,24,10.0,0,1,90.0,3.75,PUSH 1,
2021-09-13 10:41:41,0.0,3.75,Lateral Raise (Cable),lateral raise,,26,10.0,0,2,97.5,3.75,PUSH 1,
2021-09-13 10:41:41,0.0,3.75,Lateral Raise (Cable),lateral raise,,30,10.0,0,3,112.5,3.75,PUSH 1,
2021-09-13 10:41:41,0.0,3.75,Lateral Raise (Cable),lateral raise,,24,10.0,0,4,90.0,3.75,PUSH 1,
2021-09-13 10:41:41,0.0,21.25,Triceps Pushdown (Cable - Straight Bar),triceps pushdown,,8,10.0,0,1,170.0,21.25,PUSH 1,
2021-09-13 10:41:41,0.0,21.25,Triceps Pushdown (Cable - Straight Bar),triceps pushdown,,10,10.0,0,2,212.5,21.25,PUSH 1,
2021-09-13 10:41:41,0.0,21.25,Triceps Pushdown (Cable - Straight Bar),triceps pushdown,,10,10.0,0,3,212.5,21.25,PUSH 1,
2021-09-13 10:41:41,0.0,21.25,Triceps Pushdown (Cable - Straight Bar),triceps pushdown,,10,10.0,0,4,212.5,21.25,PUSH 1,
2021-09-13 10:41:41,0.0,7.874999999999999,Face Pull (Cable),face pull,,20,7.0,0,1,225.0,11.25,PUSH 1,
2021-09-13 10:41:41,0.0,0.0,Face Pull (Cable),face pull,,20,,0,2,275.0,13.75,PUSH 1,
2021-09-13 10:41:41,0.0,0.0,Face Pull (Cable),face pull,,20,,0,3,275.0,13.75,PUSH 1,
2021-09-14 10:59:35,0.0,0.0,Lat Pull In,lat pull in,,15,,0,1,120.0,8.0,PULL 1,"Focusing on BACK, BICEPS AND REAR DELTOIDS"
2021-09-14 10:59:35,0.0,0.0,Lat Pull In,lat pull in,,15,,0,2,120.0,8.0,PULL 1,
2021-09-14 10:59:35,0.0,33.75,Bent Over One Arm Row (Dumbbell),bent over one arm row,,10,7.5,0,1,450.0,45.0,PULL 1,
2021-09-14 10:59:35,0.0,40.5,Bent Over One Arm Row (Dumbbell),bent over one arm row,,12,9.0,0,2,540.0,45.0,PULL 1,
2021-09-14 10:59:35,0.0,45.0,Bent Over One Arm Row (Dumbbell),bent over one arm row,,9,10.0,0,3,405.0,45.0,PULL 1,
2021-09-14 10:59:35,0.0,40.0,Lat Pulldown - Wide Grip (Cable),lat pulldown - wide grip,,15,10.0,0,1,600.0,40.0,PULL 1,
2021-09-14 10:59:35,0.0,40.0,Lat Pulldown - Wide Grip (Cable),lat pulldown - wide grip,,11,10.0,0,2,440.0,40.0,PULL 1,
2021-09-14 10:59:35,0.0,40.0,Lat Pulldown (Cable),lat pulldown,,13,10.0,0,1,520.0,40.0,PULL 1,
2021-09-14 10:59:35,0.0,40.0,Lat Pulldown (Cable),lat pulldown,,12,10.0,0,2,480.0,40.0,PULL 1,
2021-09-14 10:59:35,0.0,36.0,Lat Pulldown - Underhand Close Grip,lat pulldown - underhand close grip,,10,9.0,0,1,400.0,40.0,PULL 1,
2021-09-14 10:59:35,0.0,36.0,Lat Pulldown - Underhand Close Grip,lat pulldown - underhand close grip,,13,9.0,0,2,520.0,40.0,PULL 1,
2021-09-14 10:59:35,0.0,19.125,Face Pull (Cable),face pull,,15,9.0,0,1,318.75,21.25,PULL 1,
2021-09-14 10:59:35,0.0,15.0,Face Pull (Cable),face pull,,15,8.0,0,2,281.25,18.75,PULL 1,
2021-09-14 10:59:35,0.0,18.0,Incline Row (Dumbbell),incline row,,10,9.0,0,1,200.0,20.0,PULL 1,
2021-09-14 10:59:35,0.0,15.2,Incline Row (Dumbbell),incline row,,10,9.5,0,2,160.0,16.0,PULL 1,
2021-09-14 10:59:35,0.0,11.399999999999999,Incline Row (Dumbbell),incline row,,13,9.5,0,3,156.0,12.0,PULL 1,
2021-09-14 10:59:35,0.0,14.0,Bicep Curl (Barbell),bicep curl,,15,8.0,0,1,262.5,17.5,PULL 1,
2021-09-14 10:59:35,0.0,22.5,Bicep Curl (Barbell),bicep curl,,8,10.0,0,2,180.0,22.5,PULL 1,
2021-09-14 10:59:35,0.0,22.5,Bicep Curl (Barbell),bicep curl,,6,10.0,0,3,135.0,22.5,PULL 1,
2021-09-14 10:59:35,0.0,22.5,Bicep Curl (Barbell),bicep curl,,4,10.0,0,4,90.0,22.5,PULL 1,
2021-09-14 10:59:35,0.0,0.0,Incline Curl (Dumbbell),incline curl,,10,,0,1,120.0,12.0,PULL 1,
2021-09-14 10:59:35,0.0,12.0,Incline Curl (Dumbbell),incline curl,,9,10.0,0,2,108.0,12.0,PULL 1,
2021-09-14 10:59:35,0.0,12.0,Incline Curl (Dumbbell),incline curl,,6,10.0,0,3,72.0,12.0,PULL 1,
2021-09-16 11:32:01,0.0,18.0,Overhead Press (Barbell),overhead press,,10,9.0,0,1,200.0,20.0,PUSH 2,"Focusing on CHEST, SHOULDERS and TRICEPS"
2021-09-16 11:32:01,0.0,19.0,Overhead Press (Barbell),overhead press,,10,9.5,0,2,200.0,20.0,PUSH 2,
2021-09-16 11:32:01,0.0,19.0,Overhead Press (Barbell),overhead press,,10,9.5,0,3,200.0,20.0,PUSH 2,
2021-09-16 11:32:01,0.0,20.0,Overhead Press (Barbell),overhead press,,8,10.0,0,4,160.0,20.0,PUSH 2,
2021-09-16 11:32:01,0.0,24.5,Bench Press - Close Grip (Barbell),bench press - close grip,,10,7.0,0,1,350.0,35.0,PUSH 2,
2021-09-16 11:32:01,0.0,35.0,Bench Press - Close Grip (Barbell),bench press - close grip,,9,10.0,0,2,315.0,35.0,PUSH 2,
2021-09-16 11:32:01,0.0,35.0,Bench Press - Close Grip (Barbell),bench press - close grip,,7,10.0,0,3,245.0,35.0,PUSH 2,
2021-09-16 11:32:01,0.0,11.200000000000001,Incline Chest Fly (Dumbbell),incline chest fly,,15,8.0,0,1,210.0,14.0,PUSH 2,
2021-09-16 11:32:01,0.0,16.0,Incline Chest Fly (Dumbbell),incline chest fly,,13,10.0,0,2,208.0,16.0,PUSH 2,
2021-09-16 11:32:01,0.0,15.2,Incline Chest Fly (Dumbbell),incline chest fly,,13,9.5,0,3,208.0,16.0,PUSH 2,
2021-09-16 11:32:01,0.0,0.0,Incline Chest Fly (Dumbbell),incline chest fly,,10,,0,4,180.0,18.0,PUSH 2,
2021-09-16 11:32:01,0.0,11.0,Upright Row (Cable),upright row,,10,8.0,0,1,137.5,13.75,PUSH 2,
2021-09-16 11:32:01,0.0,0.0,Upright Row (Cable),upright row,,12,,0,2,165.0,13.75,PUSH 2,
2021-09-16 11:32:01,0.0,0.0,Upright Row (Cable),upright row,,12,,0,3,165.0,13.75,PUSH 2,
2021-09-16 11:32:01,0.0,14.0,Lateral Raise (Dumbbell),lateral raise,,10,10.0,0,1,140.0,14.0,PUSH 2,
2021-09-16 11:32:01,0.0,12.0,Lateral Raise (Dumbbell),lateral raise,,7,10.0,0,2,84.0,12.0,PUSH 2,
2021-09-16 11:32:01,0.0,12.0,Lateral Raise (Dumbbell),lateral raise,,5,10.0,0,3,60.0,12.0,PUSH 2,
2021-09-16 11:32:01,0.0,10.125,Triceps Extension (Cable),triceps extension,,11,9.0,0,1,123.75,11.25,PUSH 2,
2021-09-16 11:32:01,0.0,12.375,Triceps Extension (Cable),triceps extension,,9,9.0,0,2,123.75,13.75,PUSH 2,
2021-09-16 11:32:01,0.0,13.0625,Triceps Extension (Cable),triceps extension,,8,9.5,0,3,110.0,13.75,PUSH 2,
2021-09-16 11:32:01,0.0,13.75,Triceps Extension (Cable),triceps extension,,8,10.0,0,4,110.0,13.75,PUSH 2,
2021-09-16 11:32:01,0.0,0.0,Push Up,push up,,10,8.0,0,1,0.0,0.0,PUSH 2,
2021-09-16 11:32:01,0.0,0.0,Push Up,push up,,10,8.0,0,2,0.0,0.0,PUSH 2,
2021-09-17 14:07:42,0.0,0.0,Lat Pull In,lat pull in,,15,,0,1,131.25,8.75,PULL 2,"Focusing on BACK, BICEPS and REAR DELTOIDS"
2021-09-17 14:07:42,0.0,0.0,Lat Pull In,lat pull in,,15,,0,2,131.25,8.75,PULL 2,
2021-09-17 14:07:42,0.0,42.300000000000004,Lat Pulldown (Cable),lat pulldown,,12,9.0,0,1,564.0,47.0,PULL 2,
2021-09-17 14:07:42,0.0,42.300000000000004,Lat Pulldown (Cable),lat pulldown,,10,9.0,0,2,470.0,47.0,PULL 2,
2021-09-17 14:07:42,0.0,44.65,Lat Pulldown (Cable),lat pulldown,,10,9.5,0,3,470.0,47.0,PULL 2,
2021-09-17 14:07:42,0.0,31.0,Seated Row (Cable),seated row,,10,8.0,0,1,387.5,38.75,PULL 2,
2021-09-17 14:07:42,0.0,34.875,Seated Row (Cable),seated row,,11,9.0,0,2,426.25,38.75,PULL 2,
2021-09-17 14:07:42,0.0,41.25,Seated Row (Cable),seated row,,10,10.0,0,3,412.5,41.25,PULL 2,
2021-09-17 14:07:42,0.0,41.25,Seated Row (Cable),seated row,,11,10.0,0,4,453.75,41.25,PULL 2,
2021-09-17 14:07:42,0.0,42.75,Bent Over One Arm Row (Dumbbell),bent over one arm row,,12,9.5,0,1,540.0,45.0,PULL 2,
2021-09-17 14:07:42,0.0,45.0,Bent Over One Arm Row (Dumbbell),bent over one arm row,,10,10.0,0,2,450.0,45.0,PULL 2,
2021-09-17 14:07:42,0.0,45.0,Bent Over One Arm Row (Dumbbell),bent over one arm row,,8,10.0,0,3,360.0,45.0,PULL 2,
2021-09-17 14:07:42,0.0,0.0,Kneeling Cable Pullover,kneeling cable pullover,,10,,0,1,212.5,21.25,PULL 2,
2021-09-17 14:07:42,0.0,0.0,Kneeling Cable Pullover,kneeling cable pullover,,10,,0,2,212.5,21.25,PULL 2,
2021-09-17 14:07:42,0.0,0.0,Kneeling Cable Pullover,kneeling cable pullover,,8,,0,3,210.0,26.25,PULL 2,
2021-09-17 14:07:42,0.0,15.749999999999998,Upright Row (Barbell),upright row,,6,7.0,0,1,135.0,22.5,PULL 2,
2021-09-17 14:07:42,0.0,20.25,Upright Row (Barbell),upright row,,10,9.0,0,2,225.0,22.5,PULL 2,
2021-09-17 14:07:42,0.0,22.5,Upright Row (Barbell),upright row,,10,10.0,0,3,225.0,22.5,PULL 2,
2021-09-17 14:07:42,0.0,22.5,Bicep Curl (Barbell),bicep curl,,7,10.0,0,1,157.5,22.5,PULL 2,
2021-09-17 14:07:42,0.0,22.5,Bicep Curl (Barbell),bicep curl,,6,10.0,0,2,135.0,22.5,PULL 2,
2021-09-17 14:07:42,0.0,22.5,Bicep Curl (Barbell),bicep curl,,6,10.0,0,3,135.0,22.5,PULL 2,
2021-09-17 14:07:42,0.0,0.0,Bicep Curl (Dumbbell),bicep curl,1st set: Reverse Grip\n2nd set: Hammer Grip\n3rd set: Normal Grip,12,,0,1,216.0,18.0,PULL 2,
2021-09-17 14:07:42,0.0,0.0,Bicep Curl (Dumbbell),bicep curl,,10,,0,2,180.0,18.0,PULL 2,
2021-09-17 14:07:42,0.0,0.0,Bicep Curl (Dumbbell),bicep curl,,8,,0,3,144.0,18.0,PULL 2,
2021-09-20 10:37:29,0.0,31.5,Bench Press (Barbell),bench press,,12,9.0,0,1,420.0,35.0,PUSH 1,"Focusing on CHEST, SHOULDERS and TRICEPS"
2021-09-20 10:37:29,0.0,35.0,Bench Press (Barbell),bench press,,8,10.0,0,2,280.0,35.0,PUSH 1,
2021-09-20 10:37:29,0.0,35.0,Bench Press (Barbell),bench press,,5,10.0,0,3,175.0,35.0,PUSH 1,
2021-09-20 10:37:29,0.0,35.0,Bench Press (Barbell),bench press,,7,10.0,0,4,245.0,35.0,PUSH 1,
2021-09-20 10:37:29,0.0,15.75,Incline Cable Chest Fly,incline cable chest fly,,10,9.0,0,1,175.0,17.5,PUSH 1,
2021-09-20 10:37:29,0.0,17.5,Incline Cable Chest Fly,incline cable chest fly,,10,10.0,0,2,175.0,17.5,PUSH 1,
2021-09-20 10:37:29,0.0,17.5,Incline Cable Chest Fly,incline cable chest fly,,6,10.0,0,3,105.0,17.5,PUSH 1,
2021-09-20 10:37:29,0.0,17.5,Incline Cable Chest Fly,incline cable chest fly,,5,10.0,0,4,87.5,17.5,PUSH 1,
2021-09-20 10:37:29,0.0,0.0,Incline Cable Chest Fly,incline cable chest fly,,10,,0,5,125.0,12.5,PUSH 1,
2021-09-20 10:37:29,0.0,11.200000000000001,Overhead Press (Dumbbell),overhead press,,12,8.0,0,1,168.0,14.0,PUSH 1,
2021-09-20 10:37:29,0.0,14.0,Overhead Press (Dumbbell),overhead press,,12,10.0,0,2,168.0,14.0,PUSH 1,
2021-09-20 10:37:29,0.0,14.0,Overhead Press (Dumbbell),overhead press,,12,10.0,0,3,168.0,14.0,PUSH 1,
2021-09-20 10:37:29,0.0,14.0,Overhead Press (Dumbbell),overhead press,,9,10.0,0,4,126.0,14.0,PUSH 1,
2021-09-20 10:37:29,0.0,3.75,Lateral Raise (Cable),lateral raise,,20,10.0,0,1,75.0,3.75,PUSH 1,
2021-09-20 10:37:29,0.0,3.75,Lateral Raise (Cable),lateral raise,,19,10.0,0,2,71.25,3.75,PUSH 1,
2021-09-20 10:37:29,0.0,3.75,Lateral Raise (Cable),lateral raise,,18,10.0,0,3,67.5,3.75,PUSH 1,
2021-09-20 10:37:29,0.0,3.75,Lateral Raise (Cable),lateral raise,,19,10.0,0,4,71.25,3.75,PUSH 1,
2021-09-20 10:37:29,0.0,23.75,Triceps Pushdown (Cable - Straight Bar),triceps pushdown,,10,10.0,0,1,237.5,23.75,PUSH 1,
2021-09-20 10:37:29,0.0,23.75,Triceps Pushdown (Cable - Straight Bar),triceps pushdown,,14,10.0,0,2,332.5,23.75,PUSH 1,
2021-09-20 10:37:29,0.0,23.75,Triceps Pushdown (Cable - Straight Bar),triceps pushdown,,10,10.0,0,3,237.5,23.75,PUSH 1,
2021-09-20 10:37:29,0.0,23.75,Triceps Pushdown (Cable - Straight Bar),triceps pushdown,,7,10.0,0,4,166.25,23.75,PUSH 1,
2021-09-20 10:37:29,0.0,14.874999999999998,Face Pull (Cable),face pull,,10,7.0,0,1,212.5,21.25,PUSH 1,
2021-09-20 10:37:29,0.0,15.9375,Face Pull (Cable),face pull,,15,7.5,0,2,318.75,21.25,PUSH 1,
2021-09-20 10:37:29,0.0,18.0625,Face Pull (Cable),face pull,,15,8.5,0,3,318.75,21.25,PUSH 1,
2021-09-21 11:35:18,0.0,0.0,Lat Pull In,lat pull in,,15,,0,1,120.0,8.0,PULL 1,"Focusing on BACK, BICEPS AND REAR DELTOIDS"
2021-09-21 11:35:18,0.0,0.0,Lat Pull In,lat pull in,,15,,0,2,120.0,8.0,PULL 1,
2021-09-21 11:35:18,0.0,37.6,Lat Pulldown - Wide Grip (Cable),lat pulldown - wide grip,,10,8.0,0,1,470.0,47.0,PULL 1,
2021-09-21 11:35:18,0.0,37.6,Lat Pulldown - Wide Grip (Cable),lat pulldown - wide grip,,13,8.0,0,2,611.0,47.0,PULL 1,
2021-09-21 11:35:18,0.0,39.949999999999996,Lat Pulldown (Cable),lat pulldown,,13,8.5,0,1,611.0,47.0,PULL 1,
2021-09-21 11:35:18,0.0,0.0,Lat Pulldown (Cable),lat pulldown,,13,,0,2,611.0,47.0,PULL 1,
2021-09-21 11:35:18,0.0,42.300000000000004,Lat Pulldown - Underhand Close Grip,lat pulldown - underhand close grip,,10,9.0,0,1,470.0,47.0,PULL 1,
2021-09-21 11:35:18,0.0,0.0,Lat Pulldown - Underhand Close Grip,lat pulldown - underhand close grip,,13,,0,2,611.0,47.0,PULL 1,
2021-09-21 11:35:18,0.0,18.0,Bent Over One Arm Row (Dumbbell),bent over one arm row,,24,8.0,0,1,540.0,22.5,PULL 1,
2021-09-21 11:35:18,0.0,21.375,Bent Over One Arm Row (Dumbbell),bent over one arm row,,18,9.5,0,2,405.0,22.5,PULL 1,
2021-09-21 11:35:18,0.0,22.5,Bent Over One Arm Row (Dumbbell),bent over one arm row,,18,10.0,0,3,405.0,22.5,PULL 1,
2021-09-21 11:35:18,0.0,7.5,Incline Row (Dumbbell),incline row,,10,7.5,0,1,100.0,10.0,PULL 1,
2021-09-21 11:35:18,0.0,10.8,Incline Row (Dumbbell),incline row,,12,9.0,0,2,144.0,12.0,PULL 1,
2021-09-21 11:35:18,0.0,10.8,Incline Row (Dumbbell),incline row,,13,9.0,0,3,156.0,12.0,PULL 1,
2021-09-21 11:35:18,0.0,18.0,Bicep Curl (Barbell),bicep curl,,10,8.0,0,1,225.0,22.5,PULL 1,
2021-09-21 11:35:18,0.0,20.25,Bicep Curl (Barbell),bicep curl,,10,9.0,0,2,225.0,22.5,PULL 1,
2021-09-21 11:35:18,0.0,21.375,Bicep Curl (Barbell),bicep curl,,10,9.5,0,3,225.0,22.5,PULL 1,
2021-09-21 11:35:18,0.0,22.5,Bicep Curl (Barbell),bicep curl,,7,10.0,0,4,157.5,22.5,PULL 1,
2021-09-21 11:35:18,0.0,10.5,Incline Curl (Dumbbell),incline curl,,10,7.5,0,1,140.0,14.0,PULL 1,
2021-09-21 11:35:18,0.0,14.4,Incline Curl (Dumbbell),incline curl,,10,8.0,0,2,180.0,18.0,PULL 1,
2021-09-21 11:35:18,0.0,20.0,Incline Curl (Dumbbell),incline curl,,7,10.0,0,3,140.0,20.0,PULL 1,
2021-09-23 12:22:03,0.0,22.5,Overhead Press (Barbell),overhead press,,11,9.0,0,1,275.0,25.0,PUSH 2,"Focusing on CHEST, SHOULDERS and TRICEPS"
2021-09-23 12:22:03,0.0,23.75,Overhead Press (Barbell),overhead press,,10,9.5,0,2,250.0,25.0,PUSH 2,
2021-09-23 12:22:03,0.0,23.75,Overhead Press (Barbell),overhead press,,7,9.5,0,3,175.0,25.0,PUSH 2,
2021-09-23 12:22:03,0.0,25.0,Overhead Press (Barbell),overhead press,,6,10.0,0,4,150.0,25.0,PUSH 2,
2021-09-23 12:22:03,0.0,25.0,Overhead Press (Barbell),overhead press,,5,10.0,0,5,125.0,25.0,PUSH 2,
2021-09-23 12:22:03,0.0,24.5,Bench Press - Close Grip (Barbell),bench press - close grip,,10,7.0,0,1,350.0,35.0,PUSH 2,
2021-09-23 12:22:03,0.0,29.75,Bench Press - Close Grip (Barbell),bench press - close grip,,10,8.5,0,2,350.0,35.0,PUSH 2,
2021-09-23 12:22:03,0.0,33.25,Bench Press - Close Grip (Barbell),bench press - close grip,,10,9.5,0,3,350.0,35.0,PUSH 2,
2021-09-23 12:22:03,0.0,37.5,Bench Press - Close Grip (Barbell),bench press - close grip,,6,10.0,0,4,225.0,37.5,PUSH 2,
2021-09-23 12:22:03,0.0,19.0,Incline Chest Fly (Dumbbell),incline chest fly,,10,9.5,0,1,200.0,20.0,PUSH 2,
2021-09-23 12:22:03,0.0,20.0,Incline Chest Fly (Dumbbell),incline chest fly,,8,10.0,0,2,160.0,20.0,PUSH 2,
2021-09-23 12:22:03,0.0,20.0,Incline Chest Fly (Dumbbell),incline chest fly,,6,10.0,0,3,120.0,20.0,PUSH 2,
2021-09-23 12:22:03,0.0,0.0,Incline Chest Fly (Dumbbell),incline chest fly,,6,,0,4,120.0,20.0,PUSH 2,
2021-09-23 12:22:03,0.0,0.0,Reverse Fly (Dumbbell),reverse fly,,8,,0,1,112.0,14.0,PUSH 2,
2021-09-23 12:22:03,0.0,10.8,Reverse Fly (Dumbbell),reverse fly,,10,9.0,0,2,120.0,12.0,PUSH 2,
2021-09-23 12:22:03,0.0,0.0,Reverse Fly (Dumbbell),reverse fly,,10,,0,3,120.0,12.0,PUSH 2,
2021-09-23 12:22:03,0.0,12.0,Lateral Raise (Dumbbell),lateral raise,,10,10.0,0,1,120.0,12.0,PUSH 2,
2021-09-23 12:22:03,0.0,12.0,Lateral Raise (Dumbbell),lateral raise,,8,10.0,0,2,96.0,12.0,PUSH 2,
2021-09-23 12:22:03,0.0,12.0,Lateral Raise (Dumbbell),lateral raise,,8,10.0,0,3,96.0,12.0,PUSH 2,
2021-09-23 12:22:03,0.0,16.625,Triceps Pushdown (Cable - Straight Bar),triceps pushdown,,10,7.0,0,1,237.5,23.75,PUSH 2,
2021-09-23 12:22:03,0.0,20.1875,Triceps Pushdown (Cable - Straight Bar),triceps pushdown,,12,8.5,0,2,285.0,23.75,PUSH 2,
2021-09-23 12:22:03,0.0,26.25,Triceps Pushdown (Cable - Straight Bar),triceps pushdown,,10,10.0,0,3,262.5,26.25,PUSH 2,
2021-09-23 12:22:03,0.0,26.25,Triceps Pushdown (Cable - Straight Bar),triceps pushdown,,6,10.0,0,4,157.5,26.25,PUSH 2,
2021-09-23 12:22:03,0.0,26.25,Triceps Pushdown (Cable - Straight Bar),triceps pushdown,,6,10.0,0,5,157.5,26.25,PUSH 2,
2021-09-24 12:00:22,0.0,0.0,Lat Pull In,lat pull in,,15,,0,1,131.25,8.75,PULL 2,"Focusing on BACK, BICEPS and REAR DELTOIDS"
2021-09-24 12:00:22,0.0,0.0,Lat Pull In,lat pull in,,15,,0,2,131.25,8.75,PULL 2,
2021-09-24 12:00:22,0.0,37.6,Lat Pulldown (Cable),lat pulldown,,11,8.0,0,1,517.0,47.0,PULL 2,
2021-09-24 12:00:22,0.0,42.300000000000004,Lat Pulldown (Cable),lat pulldown,,10,9.0,0,2,470.0,47.0,PULL 2,
2021-09-24 12:00:22,0.0,44.65,Lat Pulldown (Cable),lat pulldown,,10,9.5,0,3,470.0,47.0,PULL 2,
2021-09-24 12:00:22,0.0,33.0,Seated Row (Cable),seated row,,12,8.0,0,1,495.0,41.25,PULL 2,
2021-09-24 12:00:22,0.0,37.125,Seated Row (Cable),seated row,,12,9.0,0,2,495.0,41.25,PULL 2,
2021-09-24 12:00:22,0.0,37.125,Seated Row (Cable),seated row,,13,9.0,0,3,536.25,41.25,PULL 2,
2021-09-24 12:00:22,0.0,39.1875,Seated Row (Cable),seated row,,12,9.5,0,4,495.0,41.25,PULL 2,
2021-09-24 12:00:22,0.0,19.125,Bent Over One Arm Row (Dumbbell),bent over one arm row,,22,8.5,0,1,495.0,22.5,PULL 2,
2021-09-24 12:00:22,0.0,20.25,Bent Over One Arm Row (Dumbbell),bent over one arm row,,20,9.0,0,2,450.0,22.5,PULL 2,
2021-09-24 12:00:22,0.0,22.5,Bent Over One Arm Row (Dumbbell),bent over one arm row,,26,10.0,0,3,585.0,22.5,PULL 2,
2021-09-24 12:00:22,0.0,18.0,Upright Row (Barbell),upright row,,12,8.0,0,1,270.0,22.5,PULL 2,
2021-09-24 12:00:22,0.0,20.25,Upright Row (Barbell),upright row,,12,9.0,0,2,270.0,22.5,PULL 2,
2021-09-24 12:00:22,0.0,25.0,Upright Row (Barbell),upright row,,12,10.0,0,3,300.0,25.0,PULL 2,
2021-09-24 12:00:22,0.0,0.0,Upright Row (Barbell),upright row,,8,,0,4,200.0,25.0,PULL 2,
2021-09-24 12:00:22,0.0,22.5,Bicep Curl (Barbell),bicep curl,,8,10.0,0,1,180.0,22.5,PULL 2,
2021-09-24 12:00:22,0.0,22.5,Bicep Curl (Barbell),bicep curl,,10,10.0,0,2,225.0,22.5,PULL 2,
2021-09-24 12:00:22,0.0,22.5,Bicep Curl (Barbell),bicep curl,,8,10.0,0,3,180.0,22.5,PULL 2,
2021-09-24 12:00:22,0.0,22.5,Bicep Curl (Barbell),bicep curl,,9,10.0,0,4,202.5,22.5,PULL 2,
2021-09-24 12:00:22,0.0,0.0,Bicep Curl (Dumbbell),bicep curl,1st set: Reverse Grip\n2nd set: Hammer Grip\n3rd set: Normal Grip,12,,0,1,216.0,18.0,PULL 2,
2021-09-24 12:00:22,0.0,19.0,Bicep Curl (Dumbbell),bicep curl,,10,9.5,0,2,200.0,20.0,PULL 2,
2021-09-24 12:00:22,0.0,19.0,Bicep Curl (Dumbbell),bicep curl,,10,9.5,0,3,200.0,20.0,PULL 2,
2021-09-27 11:13:57,0.0,28.125,Bench Press (Barbell),bench press,,11,7.5,0,1,412.5,37.5,PUSH 1,"Focusing on CHEST, SHOULDERS and TRICEPS"
2021-09-27 11:13:57,0.0,30.0,Bench Press (Barbell),bench press,,11,8.0,0,2,412.5,37.5,PUSH 1,
2021-09-27 11:13:57,0.0,37.5,Bench Press (Barbell),bench press,,11,10.0,0,3,412.5,37.5,PUSH 1,
2021-09-27 11:13:57,0.0,36.0,Bench Press (Barbell),bench press,,10,9.0,0,4,400.0,40.0,PUSH 1,
2021-09-27 11:13:57,0.0,40.0,Bench Press (Barbell),bench press,,8,10.0,0,5,320.0,40.0,PUSH 1,
2021-09-27 11:13:57,0.0,40.0,Bench Press (Barbell),bench press,,8,10.0,0,6,320.0,40.0,PUSH 1,
2021-09-27 11:13:57,0.0,16.625,Incline Cable Chest Fly,incline cable chest fly,,11,9.5,0,1,192.5,17.5,PUSH 1,
2021-09-27 11:13:57,0.0,17.5,Incline Cable Chest Fly,incline cable chest fly,,6,10.0,0,2,105.0,17.5,PUSH 1,
2021-09-27 11:13:57,0.0,17.5,Incline Cable Chest Fly,incline cable chest fly,,7,10.0,0,3,122.5,17.5,PUSH 1,
2021-09-27 11:13:57,0.0,17.5,Incline Cable Chest Fly,incline cable chest fly,,5,10.0,0,4,87.5,17.5,PUSH 1,
2021-09-27 11:13:57,0.0,12.5,Incline Cable Chest Fly,incline cable chest fly,,10,10.0,0,5,125.0,12.5,PUSH 1,
2021-09-27 11:13:57,0.0,12.8,Overhead Press (Dumbbell),overhead press,,12,8.0,0,1,192.0,16.0,PUSH 1,
2021-09-27 11:13:57,0.0,16.2,Overhead Press (Dumbbell),overhead press,,12,9.0,0,2,216.0,18.0,PUSH 1,
2021-09-27 11:13:57,0.0,18.0,Overhead Press (Dumbbell),overhead press,,11,10.0,0,3,198.0,18.0,PUSH 1,
2021-09-27 11:13:57,0.0,18.0,Overhead Press (Dumbbell),overhead press,,10,10.0,0,4,180.0,18.0,PUSH 1,
2021-09-27 11:13:57,0.0,18.0,Overhead Press (Dumbbell),overhead press,,8,10.0,0,5,144.0,18.0,PUSH 1,
