weight,reps,rpe,load_delta
8.75,15,,0.0
8.75,15,,0.0
8.75,15,,0.0
8.75,15,,0.0
8.75,15,,0.0
8.75,15,,0.0
8.75,15,,0.0
8.75,15,,0.0
8.75,15,,0.0
8.75,15,,0.0
8.75,15,,0.0
8.75,15,,0.0
8.75,15,,0.0
8.75,15,,0.0
